0.25,0.1241388168210388,0.15676141842812716,0.1700984008673459,0.17684804773898188,0.18073473333816897,0.18317682556671352,0.1848111891825309,0.18595860050352714,0.18679511114245623,0.18742368831694706,0.18790792499697795
0.5,0.12159446917213793,0.15214191410287356,0.16445507983660856,0.17064275715966234,0.17419076007451373,0.1764137048739024,0.1778983710689223,0.17893910347979997,0.17969691274201197,0.18026581738037642,0.1807037359191767
0.75,0.11748197573041114,0.14475421957427712,0.1554782785568909,0.1608003973891685,0.16382899482605823,0.16571682571650886,0.1669730295824817,0.1678511664517701,0.16848920022708996,0.16896735200702656,0.169334879105228
1.,0.11198306565837945,0.13503410040123295,0.14376237579238638,0.1480102346695416,0.15039854669100933,0.15187508310169395,0.15285175167636797,0.1535314688267084,0.15402347130473712,0.15439117984007442,0.15467315449726365
1.25,0.10533272465746657,0.1235328186621904,0.13004913745825067,0.13312587040169202,0.13482273908786224,0.13585785093581876,0.13653582380821064,0.13700408311554432,0.1373409881066196,0.13759157676974748,0.13778296082219363
1.5,0.0978018489460816,0.1108673873112861,0.11515266116965958,0.11707391105500506,0.11809716241402111,0.11870578614364637,0.11909681628035301,0.11936286850479165,0.11955195717749953,0.11969121094850688,0.11979666572009963
1.75,0.0896786728395112,0.09766683256516805,0.09988187742148993,0.10076116619205447,0.10118712414378161,0.10142173933585673,0.10156317203137677,0.10165432495222375,0.1017161580579824,0.10175992856498962,0.1017919030755017
2.,0.08125001508533124,0.08452381030484758,0.08497023793077002,0.08499278656300543,0.08493868457973552,0.08487727615663221,0.08482328787716752,0.08477867055123947,0.08474235393500083,0.08471285170904062,0.08468869044755889
2.25,0.07278449472246415,0.07195125220996416,0.07102082442067077,0.07041088131258981,0.07001382938890308,0.06974570514523766,0.06955750903895414,0.069420843817554,0.06931868696327255,0.0692403926320821,0.06917912721868968
2.5,0.06451879737765899,0.0603534142995734,0.0584719147774163,0.057459578670845654,0.056856015443817715,0.05646832995438009,0.0562048558451207,0.05601783159886624,0.05588035365751132,0.05577635118401096,0.05569579381271532
2.75,0.056647891259293225,0.050009908253001625,0.047584922066908245,0.046377685459479595,0.04568660135658975,0.04525370933400158,0.04496452293075576,0.04476175170325329,0.044614106474996265,0.04450323893535135,0.044417872588008646
3.,0.049319742021684,0.04107384712296408,0.03845319412119311,0.037216048304406654,0.03652819846273844,0.036105244434396125,0.035826316216055046,0.035632580464980815,0.0354925380860648,0.035387983322676016,0.03530785331427344
3.25,0.042634237024711905,0.03358222592693808,0.03102743253961311,0.02987325299716903,0.029247062865852096,0.028868045570180547,0.028620828497327683,0.028450508790479535,0.028328170602980852,0.0282372828609407,0.028167910090356345
3.5,0.03664581767440185,0.027475550186402978,0.025151832861464447,0.02414168568425405,0.023605219956818243,0.02328491424073775,0.02307799133587031,0.022936423386859646,0.022835290443208676,0.02276047962090811,0.02270357523787018
3.75,0.03136900014178909,0.02262297056698842,0.020604431631117342,0.01975572356487245,0.01931296424524631,0.01905152457167211,0.018883914094459834,0.018769889004822838,0.018688754104014677,0.01862894124727425,0.018583565842247192
4.,0.026785714456268123,0.018849206507023788,0.01713564104284787,0.016434951287412895,0.016074209939431865,0.015862814712676133,0.01572795225365374,0.015636517861465665,0.0155716179920069,0.015523864559164144,0.015487692532897524
